Protein,10B_32 Protein Abundance,10NB_47 Protein Abundance,13B_46 Protein Abundance,13NB_33 Protein Abundance,21B_43 Protein Abundance,21NB_30 Protein Abundance,26B_28 Protein Abundance,26NB_45 Protein Abundance,66B_44 Protein Abundance,66NB_29 Protein Abundance,74B_31 Protein Abundance,74NB_48 Protein Abundance
lcl|c234421_g4_i7|m.19822,5.1938E+4,5.1135E+4,2.0178E+5,2.4742E+5,4.0657E+5,1.4674E+5,3.4448E+5,9.4980E+4,3.7154E+5,2.1208E+5,2.2494E+5,3.8335E+5
lcl|c234474_g1_i1|m.19866,1.0813E+6,1.4246E+6,9.2981E+5,1.0118E+6,8.9659E+5,6.9164E+5,5.6722E+5,8.9342E+5,7.7319E+5,1.2183E+6,6.4846E+5,9.1894E+5
lcl|c234511_g2_i1|m.19914,6.3400E+5,7.1604E+5,3.2663E+5,3.0703E+5,3.2439E+5,6.1735E+5,3.5852E+5,1.0104E+6,7.5492E+5,1.1670E+6,8.3570E+5,1.2808E+6
lcl|c234522_g3_i2|m.19927,2.1251E+6,3.3744E+6,3.1653E+6,2.7172E+6,3.5847E+6,4.6016E+6,1.4627E+6,2.6364E+6,2.0682E+6,2.4200E+6,3.7434E+6,4.1534E+6
lcl|c234533_g4_i2|m.19946,3.2812E+6,3.2390E+6,1.3846E+6,2.1060E+6,1.2870E+6,1.7619E+6,1.6857E+6,4.2598E+6,3.0242E+6,4.3183E+6,3.2069E+6,4.5918E+6
lcl|c234533_g4_i3|m.19947,8.8644E+6,1.0543E+7,4.3186E+6,5.2374E+6,2.2283E+6,2.8984E+6,7.2544E+6,1.4034E+7,8.3378E+6,9.1769E+6,1.2033E+7,1.4698E+7
lcl|c234546_g4_i6|m.19966,2.6686E+5,8.9521E+5,7.9819E+5,9.4999E+5,1.3159E+6,1.0303E+6,1.1069E+6,9.6323E+5,1.1728E+6,2.3141E+6,1.3390E+6,1.3306E+6
lcl|c234626_g4_i3|m.20042,3.5031E+6,3.9491E+6,3.0079E+6,3.4100E+6,3.1399E+6,3.2634E+6,2.8577E+6,4.3817E+6,3.5090E+6,4.2074E+6,3.8055E+6,4.7473E+6
lcl|c234643_g1_i1|m.20065,1.8151E+6,1.3409E+6,5.3532E+5,9.3912E+5,1.5142E+6,1.5617E+6,9.8313E+5,1.4013E+6,2.0726E+6,1.5021E+6,1.7533E+6,2.5488E+6
lcl|c234643_g1_i12|m.20068,1.3625E+6,1.1571E+6,5.4909E+5,5.4428E+5,1.1090E+6,9.4179E+5,1.3818E+6,1.2745E+6,2.7910E+6,2.4202E+6,1.5559E+6,2.4227E+6
lcl|c234643_g1_i2|m.20073,1.1059E+6,1.2895E+6,2.8231E+5,5.7690E+5,7.7639E+5,8.2781E+5,9.4185E+5,1.2263E+6,2.0946E+6,2.5914E+6,1.2290E+6,1.9523E+6
lcl|c234643_g1_i6|m.20078,6.4058E+5,2.8370E+5,3.3263E+5,3.7917E+5,3.4145E+5,5.0713E+5,4.7366E+5,2.7734E+5,4.3514E+5,4.2674E+5,5.7051E+5,7.8305E+5
lcl|c234643_g1_i7|m.20081,1.1087E+6,6.7807E+5,4.2545E+5,5.1559E+5,9.7902E+5,9.3461E+5,4.9666E+5,4.0149E+5,8.7059E+5,3.1002E+5,1.2619E+6,1.4895E+6
lcl|c234657_g3_i4|m.20097,3.4190E+5,4.7211E+5,4.0514E+5,9.2568E+5,4.4889E+5,3.6528E+5,2.5102E+5,4.5591E+5,4.3590E+5,4.2785E+5,5.7160E+5,1.3231E+6
lcl|c234733_g4_i1|m.20188,1.4406E+7,1.5437E+7,1.2580E+7,1.4005E+7,6.5945E+6,1.2329E+7,6.9066E+6,2.8281E+7,1.4097E+7,1.6595E+7,2.1160E+7,2.2313E+7
lcl|c234788_g2_i3|m.20258,1.9140E+6,2.1202E+6,1.8768E+6,2.1487E+6,2.0433E+6,1.9877E+6,1.8307E+6,2.7443E+6,2.5625E+6,3.0240E+6,2.0755E+6,3.1784E+6
lcl|c234789_g3_i1|m.20259,2.0196E+6,4.7386E+6,4.8276E+6,5.1477E+6,3.4250E+6,3.4081E+6,1.3045E+6,2.3803E+6,1.8262E+6,5.5523E+6,3.8865E+6,6.8533E+6
lcl|c234851_g1_i2|m.20336,2.0969E+6,3.0036E+6,1.8597E+6,2.0372E+6,2.0583E+6,3.0504E+6,1.3852E+6,2.8152E+6,1.7674E+6,2.9253E+6,2.2383E+6,2.9550E+6
lcl|c234877_g1_i1|m.20373,7.7177E+5,1.8300E+6,1.1765E+6,1.2036E+6,1.8061E+6,1.9986E+6,4.5768E+5,1.0306E+6,8.6852E+5,1.8182E+6,1.4444E+6,2.0309E+6
lcl|c234898_g1_i3|m.20394,7.2084E+5,5.7180E+5,6.0619E+5,9.0010E+5,2.7721E+5,3.9971E+5,5.6934E+5,1.6108E+6,8.3552E+5,1.2452E+6,7.7609E+5,1.3595E+6
lcl|c234914_g2_i2|m.20413,1.0853E+6,1.6155E+6,1.1474E+6,1.1928E+6,1.0996E+6,1.1334E+6,7.6967E+5,1.4007E+6,1.2040E+6,1.4400E+6,1.2404E+6,1.5438E+6
lcl|c234934_g3_i3|m.20432,3.6274E+6,3.5674E+6,2.9995E+6,3.1583E+6,2.5285E+6,2.8925E+6,2.7969E+6,5.0103E+6,4.1401E+6,4.7519E+6,4.4040E+6,5.2136E+6
lcl|c234950_g6_i3|m.20442,1.2281E+5,5.9182E+5,4.6910E+5,6.6593E+5,7.5672E+5,7.1292E+5,1.0258E+5,9.0248E+4,1.6931E+5,6.5708E+5,4.1206E+5,1.0227E+6
lcl|c234998_g3_i1|m.20493,1.5211E+6,1.3038E+6,1.5268E+5,2.8190E+5,2.8254E+5,6.1806E+5,4.7781E+5,1.1439E+6,4.7134E+5,9.9714E+5,1.0789E+6,9.7339E+5
lcl|c235036_g1_i1|m.20514,1.4952E+6,3.4997E+6,2.6245E+6,3.0764E+6,3.1365E+6,3.2715E+6,1.0943E+6,1.9711E+6,1.6368E+6,4.2076E+6,2.2708E+6,5.0085E+6
lcl|c235089_g1_i2|m.20548,1.6358E+6,1.2978E+6,7.6620E+5,1.4245E+6,1.3707E+6,1.1997E+6,1.1663E+6,1.7584E+6,1.7049E+6,1.7406E+6,1.4593E+6,2.0326E+6
lcl|c235089_g1_i3|m.20552,1.7604E+6,1.9674E+6,1.3344E+6,2.7594E+6,2.1841E+6,1.8588E+6,1.5532E+6,2.0646E+6,1.2717E+6,3.4128E+6,1.8199E+6,5.6286E+6
lcl|c235184_g7_i1|m.20675,3.0351E+6,4.7837E+6,2.5443E+6,2.7844E+6,2.2445E+6,3.4578E+6,2.2943E+6,4.5400E+6,2.6223E+6,4.5375E+6,3.9706E+6,5.6993E+6
lcl|c235213_g4_i11|m.20710,1.8310E+6,4.2219E+6,4.5187E+6,4.6104E+6,4.1241E+6,2.4716E+6,2.8715E+6,5.0547E+6,3.2767E+6,4.6865E+6,4.5294E+6,6.6511E+6
lcl|c235239_g6_i4|m.20736,1.1858E+6,1.3915E+6,1.2055E+6,1.2372E+6,9.8008E+5,1.4117E+6,6.7242E+5,1.8548E+6,1.2538E+6,2.1870E+6,1.7072E+6,2.1324E+6
lcl|c235283_g6_i2|m.20781,1.8124E+6,4.2847E+6,6.4475E+6,6.2515E+6,5.4405E+6,5.2759E+6,7.1626E+5,3.3143E+6,2.0083E+6,4.2987E+6,4.0488E+6,6.6365E+6
lcl|c235376_g2_i1|m.20864,1.0918E+6,1.8543E+6,1.4225E+6,1.1614E+6,1.2641E+6,2.4999E+6,1.2700E+6,1.7201E+6,1.0311E+6,4.7739E+6,2.2114E+6,2.0823E+6
lcl|c235389_g5_i2|m.20890,6.0957E+5,7.2974E+5,5.4303E+5,7.4009E+5,7.4383E+5,8.2884E+5,5.0569E+5,1.0304E+6,7.3414E+5,1.2221E+6,6.9112E+5,9.2603E+5
lcl|c235399_g7_i4|m.20891,2.4838E+6,2.6832E+6,2.0442E+6,2.3423E+6,2.0381E+6,2.2839E+6,2.4200E+6,4.2864E+6,3.0366E+6,2.9504E+6,2.7490E+6,3.2510E+6
lcl|c235441_g4_i6|m.20931,5.7834E+5,1.0148E+6,9.7260E+5,8.7000E+5,8.0227E+5,9.2342E+5,5.4956E+5,8.8222E+5,6.6152E+5,9.2971E+5,7.2334E+5,9.5696E+5
lcl|c235481_g2_i1|m.20956,2.3580E+6,1.9093E+6,4.3401E+5,1.0579E+6,6.6996E+5,8.0017E+5,1.6263E+6,3.2924E+6,2.4686E+6,2.6907E+6,1.9993E+6,3.3040E+6
lcl|c235513_g2_i1|m.20994,1.1712E+6,1.1550E+6,9.7180E+5,1.1849E+6,1.1387E+6,1.3544E+6,7.1638E+5,1.4869E+6,1.2588E+6,1.8201E+6,1.2565E+6,1.4519E+6
lcl|c235526_g4_i1|m.21004,1.4197E+6,8.0862E+5,4.8228E+5,7.9458E+5,6.1620E+5,6.3185E+5,9.5612E+5,1.1393E+6,9.8378E+5,8.5560E+5,1.2637E+6,1.3686E+6
lcl|c235548_g1_i1|m.21054,1.7479E+6,1.7556E+6,1.5641E+6,1.6453E+6,1.0251E+6,1.2195E+6,1.4087E+6,2.0477E+6,2.1089E+6,2.5493E+6,1.5525E+6,1.6485E+6
lcl|c235563_g1_i10|m.21080,1.8993E+6,1.8978E+6,1.1412E+6,5.3364E+6,1.3587E+6,1.1774E+6,6.4680E+5,2.2895E+6,2.1600E+6,1.1604E+6,8.0098E+5,2.1400E+6
lcl|c235670_g8_i2|m.21195,4.7184E+5,1.5197E+6,1.3302E+6,1.5960E+6,2.1047E+6,1.9204E+6,3.3695E+5,5.1507E+5,8.1776E+5,1.9933E+6,1.1867E+6,2.8920E+6
lcl|c235690_g8_i1|m.21219,1.8697E+6,2.5624E+6,1.7794E+6,2.3640E+6,2.0945E+6,2.4499E+6,1.6257E+6,3.1070E+6,1.7644E+6,3.0839E+6,2.2687E+6,3.5474E+6
lcl|c235712_g3_i3|m.21245,1.2122E+6,1.5263E+6,1.3668E+6,1.1624E+6,1.2658E+6,1.4048E+6,8.4039E+5,1.3830E+6,1.2877E+6,1.5392E+6,1.6437E+6,2.0178E+6
lcl|c235735_g2_i4|m.21279,1.2545E+6,2.4012E+6,1.8699E+6,2.1260E+6,2.3586E+6,2.6016E+6,1.1449E+6,2.1674E+6,1.5377E+6,2.8797E+6,2.3618E+6,3.7258E+6
lcl|c235743_g4_i1|m.21296,3.5240E+5,6.5129E+5,7.2568E+5,7.0949E+5,7.9808E+5,7.3363E+5,2.8732E+5,4.7607E+5,3.9883E+5,1.0130E+6,5.6901E+5,1.5794E+6
lcl|c235757_g3_i5|m.21305,2.8365E+5,2.8231E+5,2.6203E+5,4.9278E+5,3.6008E+5,3.1960E+5,5.5772E+5,5.8907E+5,5.7734E+5,4.7310E+5,3.5339E+5,5.5958E+5
lcl|c235820_g1_i1|m.21351,5.0890E+5,6.4982E+5,7.2195E+5,6.5096E+5,1.0937E+6,1.2244E+6,7.9526E+5,1.3946E+6,4.7154E+5,3.6800E+5,1.0783E+6,1.0520E+6
lcl|c235850_g2_i3|m.21382,2.1979E+6,3.5478E+6,4.6674E+6,5.6694E+6,3.9258E+6,2.7948E+6,1.6036E+6,2.2053E+6,1.9540E+6,3.8078E+6,3.4928E+6,7.2557E+6
lcl|c235859_g3_i1|m.21391,1.9987E+6,7.5565E+5,1.4789E+6,1.4379E+6,7.4970E+5,1.7794E+6,2.0301E+6,2.1496E+6,3.6966E+6,3.4264E+6,2.0823E+6,3.2907E+6
lcl|c236037_g2_i3|m.21607,2.3962E+5,2.6042E+5,1.2371E+5,1.8068E+5,2.0389E+5,1.8011E+5,1.1754E+5,3.3044E+5,1.5005E+6,1.7791E+6,1.9690E+5,2.8062E+5
lcl|c236101_g5_i2|m.21702,5.0508E+5,5.2652E+5,4.3148E+5,4.6551E+5,3.5130E+5,3.9432E+5,3.3122E+5,8.3893E+5,4.7556E+5,5.9737E+5,4.8457E+5,5.4381E+5
lcl|c236134_g1_i2|m.21741,1.2832E+6,1.8732E+6,1.4664E+6,1.5424E+6,1.6739E+6,1.8913E+6,1.0138E+6,2.1327E+6,1.9731E+6,2.6664E+6,2.5274E+6,3.4276E+6
lcl|c236138_g1_i1|m.21748,6.5505E+6,5.9089E+6,6.0627E+6,4.6983E+6,3.3647E+6,5.4110E+6,4.0492E+6,8.4057E+6,4.9626E+6,8.2529E+6,6.7137E+6,6.0618E+6
lcl|c236138_g1_i3|m.21749,2.0491E+6,8.8272E+5,6.7634E+5,1.1882E+6,1.2087E+6,1.3034E+6,1.2704E+6,1.3651E+6,1.9837E+6,1.4629E+6,1.5211E+6,2.1647E+6
lcl|c236195_g2_i1|m.21821,2.9108E+5,1.8426E+5,1.6334E+5,1.0164E+5,2.4020E+5,2.7673E+5,4.1618E+6,3.0344E+6,2.5892E+5,5.3030E+5,3.2708E+6,3.6610E+6
lcl|c236195_g2_i4|m.21823,2.3644E+5,2.5227E+5,1.9588E+5,1.7388E+5,2.3204E+5,2.1510E+5,5.1322E+4,3.0856E+5,2.3940E+5,2.6238E+5,2.3826E+6,3.4825E+6
lcl|c236210_g3_i1|m.21846,1.0143E+5,1.6657E+5,1.4261E+5,7.9479E+5,1.2446E+6,9.8024E+5,6.0486E+5,3.0667E+5,4.5879E+5,4.6085E+5,5.4477E+5,9.8049E+5
lcl|c236234_g4_i10|m.21877,7.6894E+5,1.2682E+6,7.0046E+5,9.0427E+5,8.5247E+5,1.0410E+6,4.7632E+5,1.1558E+6,1.0413E+6,1.5050E+6,8.4145E+5,1.3457E+6
lcl|c236239_g1_i2|m.21882,1.3269E+6,1.8270E+6,1.2888E+6,1.2373E+6,1.0720E+6,1.2784E+6,1.0048E+6,2.1879E+6,1.4728E+6,1.5706E+6,1.5392E+6,1.7043E+6
lcl|c236250_g3_i2|m.21888,3.1173E+6,3.3293E+6,4.3516E+6,2.4881E+6,4.8459E+6,2.5438E+6,1.4700E+6,3.1072E+6,2.3801E+6,3.8542E+6,1.9701E+6,2.9190E+6
lcl|c236250_g3_i2|m.21889,1.1957E+6,8.4441E+5,6.4103E+5,1.0587E+6,7.6873E+5,7.7384E+5,6.0371E+5,1.1884E+6,8.6844E+5,9.8445E+5,1.2264E+6,1.6902E+6
lcl|c236256_g2_i1|m.21902,1.4060E+6,1.9501E+6,1.4016E+6,1.8145E+6,1.7578E+6,2.0481E+6,1.5806E+6,2.5179E+6,2.3795E+6,3.8511E+6,2.0933E+6,2.8794E+6
lcl|c236262_g1_i17|m.21911,9.9217E+5,1.1358E+6,1.5695E+6,1.7210E+6,1.1379E+6,1.0228E+6,1.3610E+6,2.1549E+6,1.5353E+6,1.5260E+6,1.6275E+6,2.2390E+6
lcl|c236286_g4_i1|m.21959,1.2361E+6,1.2667E+6,1.6426E+6,1.2133E+6,2.0976E+6,5.6170E+5,1.0611E+6,4.1295E+5,1.2577E+6,2.4750E+6,2.5477E+6,3.2494E+6
lcl|c236356_g1_i1|m.22029,1.0932E+6,1.2074E+6,9.1880E+5,1.0465E+6,7.7640E+5,8.4576E+5,7.6683E+5,1.6499E+6,9.9550E+5,1.2664E+6,1.2359E+6,1.6248E+6
lcl|c236360_g3_i2|m.22033,1.3568E+6,2.5269E+6,1.9690E+6,2.1283E+6,2.9368E+6,2.7635E+6,4.8681E+5,1.1725E+6,7.5091E+5,3.9280E+6,1.9524E+6,3.1880E+6
lcl|c236511_g2_i2|m.22191,8.4833E+5,1.0623E+6,8.6318E+5,7.1074E+5,6.5902E+5,6.8097E+5,7.2307E+5,1.3253E+6,7.3154E+5,7.9438E+5,6.8388E+5,9.1914E+5
lcl|c236523_g2_i4|m.22204,6.7131E+6,1.5083E+7,1.1225E+7,1.3145E+7,1.3201E+7,1.4388E+7,6.1529E+6,1.1737E+7,7.8122E+6,1.6668E+7,1.1914E+7,1.9922E+7
lcl|c236527_g2_i1|m.22205,1.5861E+6,1.5586E+6,6.4757E+5,1.2037E+6,1.5562E+6,1.0962E+6,1.2842E+6,2.0136E+6,1.8288E+6,1.7944E+6,2.0769E+6,2.1842E+6
lcl|c236542_g2_i1|m.22226,3.5214E+6,3.3508E+6,4.3591E+6,3.7528E+6,2.5354E+6,1.0695E+6,6.8519E+5,4.1718E+6,3.9716E+6,9.4858E+5,2.7762E+6,4.4855E+6
lcl|c236562_g3_i1|m.22244,2.3050E+6,3.0111E+6,2.6947E+6,2.3711E+6,2.0972E+6,2.2225E+6,1.9794E+6,4.2294E+6,1.9664E+6,2.3686E+6,3.5178E+6,4.7104E+6
lcl|c236655_g1_i2|m.22362,8.1058E+4,1.8947E+5,1.6807E+4,1.7170E+5,1.8818E+6,3.3279E+6,2.1221E+5,1.5744E+6,6.4076E+6,7.0641E+6,2.0343E+5,3.6926E+5
lcl|c236660_g2_i1|m.22378,6.6678E+5,7.8282E+5,7.2403E+5,6.6039E+5,6.4384E+5,7.7949E+5,5.6337E+5,9.4087E+5,8.3834E+5,1.0293E+6,9.4239E+5,9.5552E+5
lcl|c236780_g2_i2|m.22510,1.1951E+5,3.5685E+5,5.1131E+5,5.9196E+5,8.6469E+5,5.8270E+5,1.3732E+5,5.3213E+4,8.8847E+4,3.0755E+5,4.3575E+5,1.0244E+6
lcl|c236793_g3_i7|m.22527,4.4211E+5,8.5625E+5,8.0213E+5,4.0490E+5,2.8703E+5,2.7643E+5,4.0095E+5,1.1717E+6,4.8473E+5,6.7685E+5,5.9629E+5,6.7319E+5
lcl|c236793_g3_i9|m.22532,9.1299E+5,1.7165E+6,7.9117E+5,7.5083E+5,8.2773E+5,1.1310E+6,4.9237E+5,1.4559E+6,9.1090E+5,1.2650E+6,1.3562E+6,1.9418E+6
lcl|c236822_g3_i10|m.22574,2.5787E+6,2.6949E+6,2.0145E+6,2.4491E+6,8.8459E+5,1.2937E+6,1.9473E+6,3.6196E+6,2.5341E+6,3.0396E+6,4.4758E+6,4.0753E+6
lcl|c236844_g2_i5|m.22607,2.0979E+6,1.7271E+6,1.3554E+6,2.2825E+6,2.8161E+6,2.1506E+6,1.3186E+6,1.3205E+6,1.9088E+6,2.5723E+6,2.2655E+6,3.5329E+6
lcl|c236892_g3_i5|m.22669,1.1848E+6,1.3410E+6,7.8942E+5,1.2112E+6,7.2697E+5,1.2649E+6,5.5537E+5,1.4935E+6,4.8464E+5,8.3426E+5,1.6156E+6,2.1356E+6
lcl|c236909_g3_i2|m.22685,3.4365E+5,1.7590E+6,5.9026E+5,1.6540E+6,8.0801E+5,1.5091E+6,3.5254E+5,2.2870E+6,1.5782E+5,1.8105E+6,7.9152E+5,1.2457E+6
lcl|c236955_g1_i2|m.22718,4.5922E+5,5.4698E+5,5.9791E+5,4.7118E+5,6.1563E+5,5.3856E+5,1.7614E+5,4.2554E+5,3.8071E+5,3.2077E+5,3.2175E+5,5.0281E+5
lcl|c236955_g1_i6|m.22719,6.4919E+5,1.2285E+6,1.2428E+6,1.0108E+6,1.1887E+6,1.0400E+6,7.2569E+5,1.6717E+6,8.2764E+5,1.0463E+6,8.1694E+5,9.5157E+5
lcl|c236976_g1_i1|m.22752,1.3574E+7,1.5414E+7,1.2324E+7,1.2523E+7,6.2157E+6,8.7332E+6,1.6266E+7,2.7275E+7,1.8694E+7,1.9936E+7,1.8828E+7,2.1932E+7
lcl|c237027_g3_i11|m.22792,4.0247E+5,9.8346E+5,7.6665E+5,9.0872E+5,1.1369E+6,1.0854E+6,2.9172E+5,3.4864E+5,4.8552E+5,1.1691E+6,7.4911E+5,1.3571E+6
lcl|c237043_g2_i1|m.22823,2.1406E+5,3.3368E+5,3.4358E+5,4.4646E+5,5.0124E+5,3.9233E+5,2.0951E+5,1.4801E+5,1.0697E+5,1.0947E+5,4.3261E+5,1.0081E+6
lcl|c237098_g1_i2|m.22911,6.2523E+6,1.9375E+7,1.0197E+7,1.3059E+7,1.4798E+7,1.6514E+7,3.2013E+6,9.6794E+6,5.6857E+6,1.8249E+7,1.0811E+7,2.2423E+7
lcl|c237191_g2_i5|m.23010,2.8902E+6,3.2108E+6,2.0308E+6,2.0432E+6,2.1592E+6,2.6975E+6,1.9549E+6,3.7673E+6,2.6011E+6,3.6199E+6,2.6243E+6,3.1117E+6
lcl|c237211_g6_i4|m.23025,6.1297E+5,5.4549E+5,7.2501E+5,7.8804E+5,5.7087E+5,7.2678E+5,6.4411E+5,1.0339E+6,5.5061E+5,1.0119E+6,6.8392E+5,9.3452E+5
lcl|c237237_g1_i2|m.23061,2.9379E+6,2.6230E+6,3.0084E+6,3.3433E+6,1.8658E+6,2.1374E+6,1.7429E+6,3.9242E+6,5.0015E+6,5.4409E+6,5.3912E+6,6.1241E+6
lcl|c237237_g1_i5|m.23062,9.5246E+5,8.6858E+5,3.6178E+5,6.0831E+5,2.1565E+5,2.9845E+5,5.6506E+5,1.4790E+6,9.5085E+5,1.0683E+6,9.1428E+5,1.2265E+6
lcl|c237244_g3_i1|m.23065,1.0038E+6,1.0667E+6,1.0055E+6,9.0466E+5,6.7454E+5,7.0535E+5,8.6322E+5,1.4388E+6,1.0006E+6,1.4481E+6,1.0075E+6,1.4181E+6
lcl|c237291_g3_i2|m.23122,9.4139E+5,3.3278E+6,2.4827E+6,2.9294E+6,3.8563E+6,3.8438E+6,8.1326E+5,8.2602E+5,8.8115E+5,3.9649E+6,2.1831E+6,5.0130E+6
lcl|c237291_g3_i3|m.23123,4.2391E+5,1.8478E+6,1.3716E+6,2.6542E+6,3.1427E+6,2.7354E+6,4.6263E+5,5.3301E+5,8.0825E+5,2.8159E+6,1.5384E+6,4.2786E+6
lcl|c237325_g2_i1|m.23163,8.1690E+5,1.0013E+6,1.0777E+6,7.3836E+5,9.1812E+5,1.2451E+6,4.9969E+5,1.1197E+6,7.9264E+5,1.0231E+6,1.0849E+6,1.2503E+6
lcl|c237405_g1_i2|m.23236,2.0487E+6,1.6475E+6,1.9074E+6,2.0038E+6,2.1400E+6,1.6275E+6,1.6389E+6,1.8700E+6,2.4030E+6,1.9319E+6,2.0089E+6,2.7298E+6
lcl|c237420_g3_i1|m.23247,4.9035E+5,3.9345E+5,3.0772E+5,4.3784E+5,4.2670E+5,5.6608E+5,3.7256E+5,6.3540E+5,4.3977E+5,4.4761E+5,3.7956E+5,4.5388E+5
lcl|c237535_g3_i3|m.23359,5.7438E+5,7.7255E+5,3.0659E+5,6.0593E+5,5.2689E+5,5.4702E+5,4.7541E+5,1.1937E+6,5.3146E+5,5.8750E+5,7.4714E+5,9.4175E+5
lcl|c237550_g1_i1|m.23390,8.1841E+5,1.2626E+6,9.2801E+5,7.6835E+5,1.3448E+6,1.4306E+6,6.6106E+5,8.3513E+5,6.2329E+5,7.0909E+5,6.4642E+5,7.6342E+5
lcl|c237560_g2_i1|m.23397,2.9767E+6,2.8510E+6,2.5929E+6,2.7200E+6,3.1619E+6,3.4508E+6,2.5693E+6,3.5204E+6,3.9034E+6,4.8173E+6,2.6040E+6,2.8441E+6
lcl|c237578_g2_i2|m.23441,1.3051E+6,1.4799E+6,2.1845E+6,2.8697E+6,1.3285E+6,1.2927E+6,9.7741E+5,1.6923E+6,1.1010E+6,1.4416E+6,1.4862E+6,1.5702E+6
lcl|c237587_g5_i1|m.23455,1.9820E+6,2.0898E+6,1.6727E+6,1.7518E+6,1.2491E+6,1.8469E+6,1.1203E+6,2.9512E+6,2.2397E+6,2.7701E+6,2.4993E+6,2.8930E+6
lcl|c237612_g2_i11|m.23489,1.3925E+6,1.8266E+6,1.1538E+6,1.3487E+6,1.2500E+6,1.5722E+6,1.0440E+6,1.7517E+6,1.1918E+6,2.1336E+6,1.6650E+6,2.2129E+6
lcl|c237613_g1_i3|m.23496,6.9456E+5,3.5192E+5,2.8411E+5,3.8534E+5,9.0179E+5,5.4608E+5,6.4289E+5,4.9937E+5,2.7952E+5,8.1924E+5,5.0122E+5,7.1837E+5
lcl|c237638_g1_i15|m.23528,2.8366E+5,3.5889E+5,5.1833E+5,4.2859E+5,6.2643E+5,5.2928E+5,1.9577E+5,4.2037E+5,3.5570E+5,6.5538E+5,4.1840E+5,7.6151E+5
lcl|c237730_g2_i10|m.23656,3.2933E+5,1.4153E+6,1.0488E+6,1.1667E+6,2.0026E+6,1.7296E+6,3.1150E+5,3.6383E+5,3.9370E+5,1.2468E+6,9.7521E+5,2.0267E+6
lcl|c237732_g2_i12|m.23671,6.0548E+5,8.2600E+5,4.7735E+5,5.0066E+5,4.0279E+5,4.8891E+5,5.1865E+5,9.5216E+5,5.0305E+5,9.5730E+5,7.1422E+5,8.5201E+5
lcl|c237814_g2_i1|m.23784,1.3646E+7,7.7159E+6,4.1346E+6,8.8174E+6,7.6553E+6,9.0269E+6,9.9545E+6,1.8677E+7,3.2899E+6,2.8967E+6,1.2811E+7,1.9477E+7
lcl|c237814_g2_i2|m.23785,2.2952E+7,1.6085E+7,8.9558E+6,6.7630E+6,6.0123E+6,9.8397E+6,1.6135E+7,3.5818E+7,5.5721E+6,6.2749E+6,1.2119E+7,1.5271E+7
lcl|c237814_g2_i3|m.23786,4.1458E+5,5.4274E+5,6.5752E+4,2.5782E+5,2.8613E+5,4.6603E+5,3.0804E+5,1.3674E+6,7.2285E+4,2.2884E+5,3.3942E+5,7.3294E+5
lcl|c237851_g2_i1|m.23817,3.1400E+5,4.5515E+5,4.5636E+5,3.9258E+5,3.4810E+5,3.9997E+5,3.1173E+5,6.7980E+5,4.7229E+5,4.2027E+5,3.5085E+5,4.1700E+5
lcl|c237955_g4_i3|m.23932,8.0731E+5,7.1934E+5,1.2748E+6,1.1087E+6,4.6303E+5,5.3452E+5,9.2351E+5,1.7457E+6,9.3395E+5,1.2940E+6,1.0465E+6,1.4804E+6
lcl|c237969_g1_i2|m.23941,1.3414E+6,2.7851E+6,6.4503E+5,9.2475E+5,9.8457E+5,2.0692E+6,5.1872E+5,4.5367E+6,9.1192E+5,1.4008E+6,1.1147E+6,8.6614E+5
lcl|c237969_g1_i5|m.23942,9.1921E+5,1.1150E+6,7.1894E+5,7.2519E+5,6.7686E+5,6.4062E+5,2.6646E+5,2.0397E+6,7.8271E+5,1.8396E+6,3.7745E+5,1.1575E+6
lcl|c238037_g4_i6|m.24021,1.8553E+5,2.2228E+5,1.2785E+5,2.3226E+5,3.0567E+5,2.9011E+5,1.6252E+5,4.5644E+5,3.7426E+5,8.1500E+5,3.9256E+5,6.5570E+5
lcl|c238052_g1_i4|m.24050,4.1253E+6,4.0878E+6,2.4749E+6,3.4466E+6,3.2036E+6,3.2638E+6,2.6978E+6,4.9403E+6,5.4667E+6,6.9150E+6,4.7618E+6,7.0511E+6
lcl|c238054_g2_i1|m.24052,1.3224E+6,1.4849E+6,8.0901E+5,1.0492E+6,9.1304E+5,9.1731E+5,6.3216E+5,1.7219E+6,1.6122E+6,1.7111E+6,1.3810E+6,1.8650E+6
lcl|c238111_g1_i1|m.24102,3.5690E+6,3.4304E+6,1.2579E+6,2.5119E+6,1.4929E+6,2.0604E+6,9.8326E+5,2.5327E+6,2.2855E+6,3.7252E+6,2.4831E+6,2.8896E+6
lcl|c238156_g5_i4|m.24180,4.4581E+5,1.3562E+6,8.2662E+5,7.5473E+5,1.2010E+6,1.1974E+6,5.6863E+5,1.9428E+6,8.8546E+5,1.1151E+6,6.7860E+5,1.2998E+6
lcl|c238173_g3_i3|m.24203,3.3922E+6,3.8316E+6,2.2336E+6,3.1259E+6,2.2871E+6,3.1285E+6,2.2947E+6,6.0092E+6,3.5369E+6,4.3849E+6,3.6945E+6,4.4835E+6
lcl|c238192_g2_i2|m.24225,9.9323E+5,2.7456E+6,2.9891E+6,2.4208E+6,2.9310E+6,3.1825E+6,7.9886E+5,1.1230E+6,1.0892E+6,3.5303E+6,2.2072E+6,3.7476E+6
