Protein,10B_23 Protein Abundance,10NB_13 Protein Abundance,13B_07 Protein Abundance,13NB_22 Protein Abundance,21B_17 Protein Abundance,21NB_09 Protein Abundance,26B_21 Protein Abundance,26NB_15 Protein Abundance,66B_14 Protein Abundance,66NB_16 Protein Abundance,74B_08 Protein Abundance,74NB_20 Protein Abundance
lcl|c228772_g4_i3|m.13634,2.7137E+6,3.7416E+6,2.7403E+6,3.5330E+6,4.8668E+6,4.8136E+6,1.6665E+6,3.3691E+6,2.2060E+6,4.6336E+6,3.7246E+6,4.7476E+6
lcl|c228772_g4_i5|m.13636,1.8618E+6,2.6006E+6,2.3004E+6,3.0758E+6,2.0293E+6,3.8312E+6,1.2443E+6,2.9024E+6,1.4489E+6,5.8680E+6,2.9489E+6,4.2106E+6
lcl|c228789_g1_i1|m.13647,2.6655E+6,1.8332E+6,1.7218E+6,2.3823E+6,2.4118E+6,2.6786E+6,1.9517E+6,3.1036E+6,1.7393E+6,2.5744E+6,2.7877E+6,3.6029E+6
lcl|c228847_g1_i2|m.13712,3.4168E+6,3.5397E+6,3.3467E+6,2.9537E+6,3.3647E+6,3.8099E+6,4.2088E+6,4.8630E+6,4.0152E+6,5.2683E+6,3.8746E+6,3.1948E+6
lcl|c228848_g6_i3|m.13716,1.1632E+6,1.1651E+6,8.5337E+5,9.8500E+5,6.1663E+5,1.1469E+6,6.1115E+5,1.5548E+6,1.1835E+6,1.8714E+6,1.5823E+6,1.7116E+6
lcl|c228868_g10_i1|m.13735,2.0491E+6,9.1203E+5,1.1195E+6,1.3467E+6,1.3421E+6,1.3290E+6,1.5747E+6,1.6786E+6,2.4239E+6,2.2659E+6,1.8449E+6,2.5884E+6
lcl|c228945_g3_i1|m.13808,2.9177E+6,3.1813E+6,2.4173E+6,3.5910E+6,4.2357E+6,4.2325E+6,1.6484E+6,2.5697E+6,2.0839E+6,6.0915E+6,3.5391E+6,6.4635E+6
lcl|c228978_g2_i1|m.13840,3.0507E+5,9.4728E+5,1.1091E+6,1.0202E+6,1.3657E+6,1.5397E+6,1.8567E+5,1.6940E+5,1.7144E+5,1.4937E+6,7.8509E+5,1.4001E+6
lcl|c228994_g6_i1|m.13852,7.0395E+6,4.0278E+6,5.3872E+6,3.8603E+6,5.3452E+6,8.2788E+6,3.9180E+6,9.4868E+6,6.3870E+6,4.5863E+6,4.8511E+6,8.5781E+6
lcl|c228996_g3_i2|m.13857,3.0554E+5,1.0760E+6,1.3610E+6,1.3629E+6,1.7336E+6,1.9298E+6,1.9481E+5,2.3035E+5,1.0720E+6,2.0798E+6,1.1437E+6,2.1697E+6
lcl|c229060_g1_i1|m.13927,4.3104E+6,4.2943E+6,3.1130E+6,3.4120E+6,3.5456E+6,4.8676E+6,2.5449E+6,4.9134E+6,4.2081E+6,6.7997E+6,5.8247E+6,5.4337E+6
lcl|c229132_g1_i2|m.13984,1.0145E+7,1.7915E+7,1.0845E+7,1.6218E+7,1.7113E+7,2.3171E+7,6.7497E+6,1.0973E+7,8.8461E+6,2.3021E+7,1.6570E+7,1.7360E+7
lcl|c229134_g1_i1|m.13988,2.3400E+6,2.8949E+6,1.8023E+6,1.7387E+6,1.5664E+6,2.4829E+6,1.5685E+6,3.6696E+6,2.1268E+6,3.4535E+6,2.7701E+6,2.4850E+6
lcl|c229298_g2_i1|m.14136,8.2478E+6,7.9912E+6,4.6785E+6,6.0657E+6,5.4092E+6,7.5427E+6,3.4545E+6,9.7678E+6,4.8301E+6,8.1709E+6,7.5747E+6,9.4969E+6
lcl|c229310_g3_i5|m.14142,4.0963E+6,3.5286E+6,2.3494E+6,2.6980E+6,1.9881E+6,2.2819E+6,1.8321E+6,2.9899E+6,2.0523E+6,3.1407E+6,3.9438E+6,3.5944E+6
lcl|c229340_g1_i1|m.14173,2.4543E+6,4.8238E+6,5.4558E+6,5.8539E+6,7.9607E+6,7.7986E+6,1.7161E+6,2.2605E+6,2.2949E+6,8.7871E+6,5.7621E+6,8.2339E+6
lcl|c229348_g3_i2|m.14185,2.0061E+6,1.7981E+6,1.8777E+6,2.1201E+6,1.5290E+6,1.8772E+6,1.2195E+6,1.8830E+6,1.1788E+6,2.7158E+6,2.1821E+6,2.3156E+6
lcl|c229374_g5_i1|m.14220,7.7470E+5,1.0116E+6,1.1742E+6,1.6791E+6,1.5677E+6,2.1909E+6,6.1407E+5,1.8863E+6,9.2462E+5,2.6031E+6,1.0387E+6,1.3981E+6
lcl|c229422_g1_i2|m.14250,2.4064E+7,3.7048E+7,3.1746E+7,3.6387E+7,4.9085E+7,4.5125E+7,1.4446E+7,2.2004E+7,1.5946E+7,5.6314E+7,4.1262E+7,5.0119E+7
lcl|c229422_g1_i9|m.14251,1.3961E+6,8.5964E+5,1.2739E+6,1.8467E+6,2.9476E+6,2.3273E+6,5.7931E+5,6.4750E+5,5.5780E+5,2.0206E+6,1.6281E+6,2.6272E+6
lcl|c229461_g3_i2|m.14279,4.3794E+5,3.1267E+5,5.7609E+5,7.0460E+5,7.2711E+5,7.0542E+5,1.9973E+5,4.2348E+5,2.3690E+5,7.1036E+5,4.0437E+5,6.8483E+5
lcl|c229482_g2_i3|m.14286,1.0900E+7,8.9829E+6,1.7704E+7,1.5946E+7,1.4442E+7,1.5660E+7,7.7565E+6,1.0530E+7,7.9810E+6,2.5318E+7,1.3166E+7,1.7342E+7
lcl|c229507_g2_i10|m.14342,2.7676E+6,3.7892E+6,3.6444E+6,3.0814E+6,1.8429E+6,2.4735E+6,2.6601E+6,4.3247E+6,3.9091E+6,6.0457E+6,4.2976E+6,4.0050E+6
lcl|c229515_g4_i2|m.14353,4.8300E+8,4.8228E+8,4.6684E+8,4.4267E+8,4.4606E+8,5.1435E+8,3.7784E+8,4.2811E+8,3.9346E+8,4.6618E+8,4.6716E+8,4.6577E+8
lcl|c229532_g3_i4|m.14360,1.2132E+7,9.5656E+6,7.9331E+6,1.2198E+7,9.2951E+6,1.1160E+7,5.9001E+6,9.0789E+6,7.3636E+6,1.6378E+7,1.5390E+7,1.8813E+7
lcl|c229538_g7_i4|m.14373,2.0042E+7,2.5912E+7,1.6985E+7,1.7148E+7,1.5669E+7,2.2063E+7,1.0720E+7,2.7177E+7,1.4632E+7,2.8165E+7,2.0978E+7,1.9345E+7
lcl|c229550_g1_i3|m.14393,1.8476E+7,2.4101E+7,1.6861E+7,1.5620E+7,1.5873E+7,2.3121E+7,1.3242E+7,2.8373E+7,1.8248E+7,2.7510E+7,2.3757E+7,1.8853E+7
lcl|c229550_g1_i3|m.14392,7.3250E+6,7.8186E+6,5.0809E+6,6.3887E+6,5.9409E+6,7.9936E+6,5.0024E+6,1.1569E+7,6.6778E+6,1.0877E+7,7.9796E+6,8.1866E+6
lcl|c229561_g1_i12|m.14408,2.7322E+6,2.0736E+6,1.8359E+6,2.3572E+6,2.4541E+6,2.5618E+6,1.5427E+6,2.2026E+6,2.1656E+6,3.5383E+6,2.1083E+6,2.4239E+6
lcl|c229563_g2_i2|m.14411,9.4434E+5,4.6160E+5,3.2178E+5,7.2886E+5,4.5467E+5,6.4013E+5,5.5899E+5,5.5730E+5,5.3953E+5,5.9926E+5,6.8993E+5,1.0598E+6
lcl|c229583_g3_i7|m.14431,1.8020E+6,4.6013E+6,3.6602E+6,4.0598E+6,5.8231E+6,7.0871E+6,1.5339E+6,2.2676E+6,1.3861E+6,5.9498E+6,4.0637E+6,5.8983E+6
lcl|c229615_g3_i4|m.14451,3.1295E+6,2.4540E+6,1.7999E+6,2.1300E+6,7.4205E+6,2.8077E+6,1.4372E+6,4.1675E+6,1.5169E+6,3.1739E+6,3.6610E+6,3.3984E+6
lcl|c229646_g1_i2|m.14480,3.1634E+5,7.7674E+4,4.5344E+4,1.7135E+5,2.0755E+4,3.5457E+4,3.2132E+5,7.2815E+4,7.0429E+4,8.1014E+4,2.0791E+5,5.9359E+5
lcl|c229658_g3_i1|m.14486,1.8483E+6,2.9426E+6,2.3289E+6,3.2546E+6,3.5671E+6,3.7349E+6,8.0999E+5,2.3392E+6,1.9227E+6,3.8701E+6,2.1099E+6,3.0274E+6
lcl|c229705_g1_i1|m.14556,2.0535E+6,9.8802E+6,7.3384E+6,1.0405E+7,1.3663E+7,1.2758E+7,8.2072E+5,1.3498E+6,1.1460E+6,1.2544E+7,7.8653E+6,1.5374E+7
lcl|c229735_g7_i1|m.14573,3.1005E+6,4.8684E+6,3.9520E+6,6.6530E+6,6.3159E+6,6.7054E+6,1.4804E+6,3.2260E+6,2.5032E+6,9.0798E+6,5.3668E+6,1.0281E+7
lcl|c229749_g1_i6|m.14586,4.6799E+6,7.0374E+6,2.4179E+6,2.1224E+6,5.3679E+6,7.1184E+6,2.5934E+6,3.3755E+6,2.2483E+6,3.6398E+6,8.9306E+6,6.5633E+6
lcl|c229751_g1_i1|m.14591,2.8233E+6,3.0488E+6,3.1258E+6,2.2434E+6,2.7948E+6,2.0721E+6,2.6593E+6,3.2379E+6,2.7058E+6,2.8561E+6,2.5639E+6,2.7777E+6
lcl|c229751_g1_i2|m.14592,5.4525E+6,5.0289E+6,4.9693E+6,4.5878E+6,4.8073E+6,4.9721E+6,5.5226E+6,5.9145E+6,3.8353E+6,7.1855E+6,5.4740E+6,4.8814E+6
lcl|c229776_g6_i2|m.14612,5.2432E+5,2.5725E+5,3.6069E+5,4.5013E+5,4.6122E+5,5.2367E+5,3.5187E+5,3.7882E+5,2.7149E+5,6.2349E+5,7.1595E+5,6.3697E+5
lcl|c229781_g4_i1|m.14624,2.7630E+7,2.4557E+7,2.1617E+7,2.1756E+7,3.4692E+7,3.7574E+7,2.6855E+7,2.7311E+7,2.3318E+7,3.7114E+7,3.6669E+7,3.4629E+7
lcl|c229841_g2_i1|m.14675,2.4381E+7,1.2475E+7,9.6012E+6,1.4964E+7,1.1146E+7,1.1675E+7,1.1200E+7,1.6005E+7,1.4886E+7,1.8667E+7,2.0659E+7,2.1874E+7
lcl|c229841_g2_i2|m.14676,5.5600E+6,4.3022E+6,8.5689E+5,3.3452E+6,2.1977E+6,3.4815E+6,2.0052E+6,4.7013E+6,3.8408E+6,6.6761E+6,5.5128E+6,6.6454E+6
lcl|c229881_g6_i6|m.14719,1.0344E+7,9.0204E+6,5.9095E+6,6.9276E+6,5.8727E+6,8.0376E+6,3.9691E+6,8.1352E+6,4.7312E+6,9.9724E+6,6.1865E+6,6.8091E+6
lcl|c229913_g3_i1|m.14763,5.2850E+6,5.4932E+6,5.0034E+6,4.3734E+6,5.1217E+6,5.2335E+6,4.0631E+6,5.9864E+6,5.0300E+6,7.5282E+6,5.1384E+6,5.2278E+6
lcl|c229917_g4_i4|m.14770,5.8353E+5,5.7515E+5,5.3777E+5,5.7984E+5,5.3782E+5,6.4735E+5,4.5048E+5,6.0578E+5,4.8977E+5,7.4972E+5,6.2421E+5,6.5021E+5
lcl|c229936_g2_i1|m.14790,1.7530E+6,2.7753E+6,1.6136E+6,1.8440E+6,1.3388E+6,1.9262E+6,1.2603E+6,3.2073E+6,1.1776E+6,3.2861E+6,2.7150E+6,2.4239E+6
lcl|c229939_g1_i1|m.14795,4.9544E+6,1.8595E+7,1.0103E+7,1.2075E+7,1.5904E+7,2.1548E+7,1.9678E+6,4.5367E+6,2.6826E+6,2.1519E+7,1.0123E+7,2.2645E+7
lcl|c229957_g1_i1|m.14808,4.0576E+5,1.3515E+6,1.5726E+6,1.3775E+6,1.8795E+6,2.1577E+6,3.0536E+5,4.5131E+5,4.7879E+5,2.3018E+6,1.1524E+6,1.6643E+6
lcl|c230011_g2_i5|m.14861,3.3484E+6,3.0592E+6,2.9225E+6,3.3697E+6,2.3963E+6,3.9021E+6,2.3732E+6,4.3445E+6,2.6153E+6,4.9359E+6,4.0146E+6,4.3658E+6
lcl|c230034_g1_i1|m.14877,3.7081E+6,3.6282E+6,2.6422E+6,4.5192E+6,3.8077E+6,4.3114E+6,4.1289E+6,3.8495E+6,2.9431E+6,6.4934E+6,5.0207E+6,6.6172E+6
lcl|c230054_g1_i7|m.14897,1.7129E+6,1.3030E+6,1.7534E+6,2.0950E+6,2.0286E+6,2.6170E+6,1.6600E+6,2.1389E+6,1.6159E+6,2.8354E+6,2.2483E+6,2.3701E+6
lcl|c230065_g1_i2|m.14908,2.1296E+7,2.3597E+7,1.4235E+7,1.3122E+7,1.2568E+7,2.2547E+7,1.2333E+7,2.7588E+7,1.2307E+7,2.5351E+7,2.8375E+7,2.3295E+7
lcl|c230073_g1_i10|m.14919,1.8719E+6,3.9356E+6,4.5339E+6,6.3120E+6,7.7047E+6,7.4479E+6,1.1125E+6,1.2561E+6,1.4625E+6,6.9249E+6,4.5808E+6,8.4956E+6
lcl|c230102_g4_i1|m.14957,1.5690E+6,5.5483E+5,9.3332E+5,1.5286E+6,5.0185E+6,6.3133E+6,1.8713E+6,3.7029E+6,2.2259E+6,2.4106E+6,1.6419E+6,2.9384E+6
lcl|c230104_g4_i1|m.14959,1.2435E+6,1.7816E+6,1.2605E+6,1.1506E+6,1.1357E+6,1.4941E+6,9.6845E+5,1.7498E+6,1.1909E+6,1.8009E+6,1.3372E+6,1.3001E+6
lcl|c230124_g3_i6|m.14973,4.9026E+6,5.5288E+6,4.8259E+6,5.2768E+6,3.9699E+6,5.6843E+6,3.5689E+6,6.6459E+6,4.2657E+6,7.5274E+6,6.5369E+6,7.0565E+6
lcl|c230150_g4_i2|m.14989,1.7203E+6,1.5179E+6,8.7911E+5,1.4192E+6,9.3834E+5,1.1468E+6,1.3817E+6,1.8984E+6,1.6672E+6,2.2721E+6,1.4654E+6,1.9200E+6
lcl|c230171_g1_i1|m.15015,1.4794E+6,6.1288E+5,1.3694E+6,1.9140E+6,1.5112E+6,1.5325E+6,2.1213E+6,1.6888E+6,1.0913E+6,1.9699E+6,1.5959E+6,2.1757E+6
lcl|c230197_g3_i5|m.15044,2.8901E+6,1.5306E+6,1.9525E+6,3.1304E+6,3.2084E+6,2.9291E+6,2.5215E+6,2.0235E+6,1.9660E+6,2.1382E+6,2.9907E+6,3.5996E+6
lcl|c230219_g2_i3|m.15063,7.4353E+5,1.0903E+6,5.7435E+5,6.3552E+5,4.7046E+5,7.5096E+5,4.7075E+5,1.0250E+6,5.2016E+5,1.1602E+6,1.4080E+6,1.5079E+6
lcl|c230270_g1_i2|m.15107,1.3884E+6,1.6908E+6,1.7685E+6,1.2089E+6,1.6475E+6,2.0705E+6,1.3447E+6,1.9177E+6,1.6167E+6,2.5063E+6,2.0376E+6,1.3260E+6
lcl|c230297_g1_i1|m.15137,1.8669E+6,1.3792E+6,1.2699E+6,1.8763E+6,1.2872E+6,1.5980E+6,1.4282E+6,2.1180E+6,1.3288E+6,2.1756E+6,2.0340E+6,1.9466E+6
lcl|c230335_g4_i1|m.15178,1.0676E+6,2.7716E+6,3.3392E+6,3.3323E+6,4.0555E+6,4.5206E+6,7.0554E+5,1.0706E+6,8.2626E+5,4.3468E+6,2.6849E+6,3.5161E+6
lcl|c230335_g4_i4|m.15179,4.5958E+5,1.0338E+6,1.4513E+6,2.0731E+6,2.8524E+6,2.3921E+6,3.8520E+5,2.3489E+5,6.6268E+5,2.6093E+6,1.2764E+6,2.4630E+6
lcl|c230355_g4_i3|m.15198,5.0138E+6,4.8054E+6,5.1956E+6,5.0316E+6,5.1569E+6,6.2485E+6,5.9256E+6,6.7726E+6,5.0598E+6,7.4486E+6,6.9859E+6,6.1860E+6
lcl|c230360_g10_i5|m.15205,1.7766E+6,1.7213E+6,1.8762E+6,2.1007E+6,1.9259E+6,2.1808E+6,1.5174E+6,2.3330E+6,1.5313E+6,2.2264E+6,2.1626E+6,2.1895E+6
lcl|c230386_g2_i1|m.15223,5.2848E+6,5.4180E+6,3.0597E+6,3.7765E+6,5.2904E+6,5.9781E+6,3.1192E+6,5.4526E+6,2.5469E+6,5.7674E+6,3.2572E+6,4.3423E+6
lcl|c230414_g1_i1|m.15275,9.0327E+5,1.2640E+6,7.8901E+5,9.6945E+5,1.8845E+6,2.2099E+6,3.8206E+5,6.8336E+5,1.0754E+6,2.8473E+6,2.8347E+6,2.9453E+6
lcl|c230438_g3_i4|m.15312,2.1584E+6,1.7186E+6,1.8330E+6,1.9986E+6,3.0647E+6,3.0263E+6,1.7290E+6,2.0570E+6,1.6836E+6,1.1937E+6,2.8610E+6,2.6816E+6
lcl|c230481_g5_i1|m.15356,1.2746E+7,9.1317E+6,8.1399E+6,9.7216E+6,8.2591E+6,1.0526E+7,8.9816E+6,2.0795E+7,9.8199E+6,1.8909E+7,1.3621E+7,1.4856E+7
lcl|c230486_g3_i2|m.15359,1.0280E+7,7.1178E+6,1.0548E+7,1.0793E+7,9.2070E+6,1.0619E+7,7.8382E+6,1.0531E+7,5.4375E+6,1.0002E+7,9.9537E+6,1.0620E+7
lcl|c230503_g4_i1|m.15369,1.9812E+6,1.6239E+6,1.7804E+6,2.1270E+6,1.0602E+6,1.4058E+6,2.1661E+6,3.7126E+6,2.2453E+6,3.6803E+6,2.2337E+6,2.6164E+6
lcl|c230570_g2_i2|m.15424,4.6351E+5,2.0024E+6,1.4973E+6,1.7269E+6,2.5373E+6,3.1149E+6,2.7707E+5,3.3961E+5,3.6690E+5,2.6511E+6,1.3967E+6,2.7347E+6
lcl|c230758_g1_i1|m.15596,2.4905E+6,3.4144E+6,3.9543E+6,4.7385E+6,4.3525E+6,4.1145E+6,3.3716E+6,3.8077E+6,2.4612E+6,4.6845E+6,4.8041E+6,5.8958E+6
lcl|c230771_g2_i1|m.15607,5.8215E+6,6.7789E+6,5.4724E+6,6.5512E+6,5.3527E+6,7.0002E+6,3.1852E+6,6.1316E+6,4.0863E+6,1.0915E+7,8.1980E+6,8.8376E+6
lcl|c230823_g3_i1|m.15672,3.8018E+6,2.7418E+6,1.6888E+6,1.4621E+6,2.1932E+6,2.6331E+6,3.3587E+6,3.1541E+6,4.0031E+6,5.4764E+6,2.9360E+6,2.7042E+6
lcl|c230862_g3_i1|m.15714,2.0360E+6,2.7849E+6,2.3692E+6,3.6878E+6,4.7498E+6,4.3448E+6,9.1809E+5,1.5137E+6,1.1128E+6,3.9217E+6,4.5825E+6,6.0868E+6
lcl|c230880_g3_i5|m.15737,1.3608E+5,2.7206E+5,6.3719E+5,5.8866E+5,1.0096E+6,1.1995E+6,1.7234E+5,3.9436E+5,2.0671E+5,5.8966E+5,7.3237E+5,7.8353E+5
lcl|c231030_g9_i1|m.15905,6.8699E+5,4.2174E+5,1.1098E+6,1.1243E+6,5.6078E+5,6.7049E+5,4.9304E+5,8.5715E+5,6.5394E+5,1.1793E+6,6.9735E+5,7.4704E+5
lcl|c231030_g9_i1|m.15904,1.2479E+6,1.5444E+6,1.1839E+6,1.1327E+6,1.3903E+6,2.0909E+6,9.7486E+5,1.6065E+6,1.3508E+6,2.0030E+6,1.5210E+6,1.1868E+6
lcl|c231043_g3_i3|m.15924,2.8043E+6,1.5850E+6,1.9122E+6,3.6816E+6,2.2501E+6,1.9016E+6,1.7880E+6,1.8322E+6,1.3776E+6,2.7716E+6,2.5271E+6,4.5470E+6
lcl|c231043_g3_i4|m.15925,1.4761E+6,1.6391E+6,1.4194E+6,2.3671E+6,1.5352E+6,1.7808E+6,1.1315E+6,1.8888E+6,1.2867E+6,3.1005E+6,2.2166E+6,2.5837E+6
lcl|c231052_g3_i3|m.15929,3.7561E+6,4.3155E+6,3.1814E+6,3.1344E+6,3.0989E+6,4.4170E+6,2.5973E+6,4.7616E+6,3.1656E+6,5.5044E+6,4.4561E+6,4.2960E+6
lcl|c231068_g6_i2|m.15939,1.5576E+7,1.7802E+7,1.9358E+7,2.1794E+7,1.8884E+7,2.4880E+7,1.3338E+7,1.9444E+7,1.3299E+7,3.0639E+7,2.4431E+7,2.7643E+7
lcl|c231083_g2_i1|m.15952,1.2468E+6,2.4707E+6,2.4438E+6,2.0255E+6,2.1738E+6,2.7597E+6,1.5603E+6,3.2388E+6,2.6702E+6,3.8752E+6,3.0501E+6,2.2180E+6
lcl|c231142_g1_i2|m.15992,1.5451E+6,1.8164E+6,1.5196E+6,1.3566E+6,1.3300E+6,1.6838E+6,1.0642E+6,2.0162E+6,1.2429E+6,1.8875E+6,1.5326E+6,1.5343E+6
lcl|c231190_g4_i1|m.16028,3.2935E+6,2.5284E+6,1.1542E+6,1.6486E+6,1.0687E+6,1.7682E+6,1.1420E+6,2.4090E+6,1.6757E+6,3.4858E+6,2.3934E+6,2.3025E+6
lcl|c231271_g2_i4|m.16089,7.4952E+5,8.5680E+5,1.1471E+6,1.3233E+6,9.1035E+5,1.2453E+6,8.4653E+5,1.5377E+6,1.0649E+6,2.1685E+6,2.1447E+6,2.0738E+6
lcl|c231281_g6_i3|m.16097,2.2789E+7,2.2712E+7,2.3290E+7,3.7493E+7,4.0242E+7,4.3928E+7,1.3475E+7,1.8736E+7,1.2555E+7,4.5287E+7,3.0506E+7,5.4213E+7
lcl|c231440_g4_i1|m.16255,1.0607E+7,1.3756E+7,7.0695E+6,7.1205E+6,6.3905E+6,1.1099E+7,7.4292E+6,1.4905E+7,6.9153E+6,1.3101E+7,1.2653E+7,1.2581E+7
lcl|c231460_g1_i4|m.16283,4.2688E+6,6.4932E+6,3.3503E+6,3.6447E+6,4.1690E+6,4.9314E+6,3.3137E+6,5.5811E+6,3.6394E+6,4.2809E+6,5.9290E+6,7.0793E+6
lcl|c231469_g3_i4|m.16290,3.1368E+6,6.5081E+6,3.9793E+6,5.4417E+6,8.2306E+6,9.7728E+6,2.2452E+6,3.0419E+6,3.5530E+6,1.2361E+7,6.4343E+6,1.0082E+7
lcl|c231506_g1_i1|m.16344,1.9341E+6,1.7667E+6,2.0232E+6,1.9510E+6,1.9574E+6,2.1693E+6,2.2425E+6,2.8127E+6,1.7849E+6,2.6950E+6,2.1493E+6,2.3186E+6
lcl|c231559_g1_i1|m.16405,2.6354E+6,3.7525E+6,3.6679E+6,3.6277E+6,3.1581E+6,3.0490E+6,3.3547E+6,3.4433E+6,6.0405E+6,9.5779E+6,6.0075E+6,6.2568E+6
lcl|c231559_g1_i5|m.16408,2.6250E+6,3.0210E+6,2.4107E+6,3.0609E+6,1.9743E+6,3.1616E+6,1.7629E+6,4.4112E+6,1.9774E+6,4.6822E+6,4.4661E+6,4.7417E+6
lcl|c231634_g1_i2|m.16472,4.2076E+6,3.2904E+6,3.3987E+6,3.9431E+6,4.0878E+6,5.4907E+6,3.8461E+6,5.5104E+6,3.4918E+6,5.7124E+6,6.5236E+6,5.5426E+6
lcl|c231698_g2_i1|m.16532,2.3315E+6,2.3369E+6,1.6987E+6,2.1187E+6,1.4019E+6,2.3853E+6,1.6907E+6,3.0131E+6,1.7235E+6,3.5389E+6,2.4111E+6,3.4164E+6
lcl|c231737_g1_i3|m.16576,1.0631E+6,1.2672E+6,1.1900E+6,1.1837E+6,1.7253E+6,2.1207E+6,5.7466E+5,1.0328E+6,6.6446E+5,2.6790E+6,1.4625E+6,2.2773E+6
lcl|c231821_g3_i1|m.16651,3.4442E+6,3.4395E+6,2.6121E+6,3.3453E+6,2.2248E+6,3.2002E+6,2.1434E+6,3.5654E+6,1.1050E+6,2.5242E+6,3.9472E+6,4.9111E+6
lcl|c231891_g1_i1|m.16759,5.0161E+6,7.1649E+6,2.3330E+6,2.5083E+6,7.4985E+6,8.9266E+6,4.1359E+6,6.5781E+6,4.1087E+6,8.5627E+6,6.5569E+6,6.1937E+6
lcl|c231929_g5_i1|m.16788,7.0111E+6,7.6413E+6,3.6047E+6,4.3279E+6,5.8485E+6,7.9341E+6,4.5983E+6,1.1254E+7,7.4282E+6,8.9277E+6,5.9794E+6,6.0072E+6
lcl|c231931_g2_i1|m.16792,5.4840E+6,7.5404E+6,7.6775E+6,8.5433E+6,9.0312E+6,1.0835E+7,2.8617E+6,4.8728E+6,4.2869E+6,1.6115E+7,8.9800E+6,1.1000E+7
lcl|c231981_g4_i6|m.16864,3.7218E+6,2.9846E+6,2.0509E+6,3.1833E+6,2.6658E+6,3.3910E+6,2.2783E+6,3.7008E+6,1.1771E+6,2.5950E+6,3.5684E+6,3.6233E+6
lcl|c231988_g7_i3|m.16894,1.5145E+6,4.9005E+6,5.5348E+6,5.1459E+6,6.7195E+6,7.1457E+6,8.8211E+5,1.0047E+6,1.3758E+6,7.1458E+6,4.8060E+6,7.7213E+6
lcl|c231997_g2_i3|m.16900,3.4344E+6,7.8472E+6,7.7436E+6,9.6008E+6,1.2565E+7,1.2151E+7,1.5923E+6,2.1283E+6,1.8460E+6,1.0466E+7,8.3386E+6,1.4313E+7
lcl|c232008_g1_i2|m.16909,2.2886E+5,2.4564E+5,3.3073E+5,4.3529E+5,3.4959E+5,4.1781E+5,2.7125E+5,2.6963E+5,2.9713E+5,3.8884E+5,3.9271E+5,4.4272E+5
lcl|c232046_g3_i2|m.16949,1.7247E+7,1.3528E+7,1.0035E+7,1.1960E+7,1.1080E+7,1.4149E+7,8.0063E+6,1.1254E+7,1.3230E+7,1.7324E+7,1.1111E+7,1.2058E+7
lcl|c232046_g3_i3|m.16950,1.6076E+7,1.5992E+7,9.4018E+6,1.1186E+7,1.0160E+7,1.3710E+7,6.8898E+6,1.4431E+7,1.4490E+7,2.1359E+7,1.2911E+7,1.3450E+7
lcl|c232105_g3_i1|m.16994,3.0368E+6,3.4515E+6,2.2467E+6,2.9469E+6,2.1048E+6,3.0827E+6,2.5798E+6,5.0149E+6,3.8400E+6,5.3023E+6,4.1984E+6,4.4712E+6
lcl|c232109_g7_i6|m.17002,3.6593E+6,4.2615E+6,4.0796E+6,2.3930E+6,3.4586E+6,4.6189E+6,2.5588E+6,5.8097E+6,3.4591E+6,6.5033E+6,4.3586E+6,5.2190E+6
lcl|c232115_g3_i10|m.17010,2.6832E+6,5.2390E+6,2.8460E+6,1.7057E+6,1.6315E+6,3.5569E+6,2.2940E+6,6.8969E+6,2.0224E+6,4.2368E+6,2.9081E+6,2.3772E+6
lcl|c232137_g2_i1|m.17041,1.2287E+6,3.6678E+5,4.3037E+5,9.9707E+5,6.1979E+5,8.3642E+5,5.8376E+5,9.5622E+5,2.9838E+5,7.2633E+5,9.4013E+5,1.5448E+6
lcl|c232242_g3_i1|m.17174,8.9605E+6,6.9610E+6,8.5958E+6,7.7347E+6,4.6152E+6,7.5618E+6,5.0541E+6,1.0856E+7,5.0005E+6,1.1047E+7,9.9875E+6,9.2294E+6
lcl|c232249_g2_i1|m.17180,7.1688E+6,7.9852E+6,5.6597E+6,7.0195E+6,5.1404E+6,7.4146E+6,4.8783E+6,1.0397E+7,8.0211E+6,1.3776E+7,8.7898E+6,8.1128E+6
lcl|c232294_g5_i11|m.17226,1.9315E+6,1.0127E+6,1.7409E+6,3.3995E+6,1.3487E+6,1.2061E+6,1.6361E+6,1.6599E+6,1.1917E+6,1.5349E+6,1.7191E+6,2.7155E+6
lcl|c232376_g1_i2|m.17310,5.2404E+5,5.8618E+5,4.2472E+5,5.6035E+5,4.8645E+5,7.2110E+5,3.8562E+5,6.4560E+5,6.4481E+5,1.1721E+6,6.5185E+5,6.5321E+5
lcl|c232401_g7_i2|m.17338,7.0169E+6,1.2358E+7,8.0745E+6,6.5247E+6,8.5840E+6,1.0133E+7,7.0851E+6,8.5115E+6,6.0819E+6,1.0365E+7,1.3742E+7,1.2433E+7
lcl|c232424_g1_i6|m.17358,1.1021E+7,1.2256E+7,7.3292E+6,7.0921E+6,7.4508E+6,1.0583E+7,7.2653E+6,1.4030E+7,7.8354E+6,1.2130E+7,1.2738E+7,1.2651E+7
lcl|c232520_g2_i3|m.17452,5.2309E+5,5.6209E+5,5.0978E+5,4.4473E+5,5.4642E+5,7.7204E+5,4.2718E+5,9.7937E+5,7.2891E+5,1.1973E+6,1.0249E+6,8.7244E+5
