Proteins,moduleColor,p.MM.turquoise,p.MM.blue,p.MM.grey
lcl|c221114_g2_i1|m.7405,turquoise,2.42E-07,0.286376293,0.982064104
lcl|c216650_g2_i1|m.4697,turquoise,5.08E-05,0.122120823,0.336652363
lcl|c232541_g3_i1|m.17498,turquoise,0.00012686,0.275876043,0.799362237
lcl|c223355_g1_i3|m.9051,turquoise,5.84E-07,0.26320176,0.959118186
lcl|c230960_g1_i5|m.15839,turquoise,0.003892892,0.343193153,0.487208588
lcl|c227730_g3_i11|m.12709,turquoise,0.035188954,0.624353106,0.375724724
lcl|c216498_g3_i3|m.4612,turquoise,0.0001725,0.107666592,0.797072195
lcl|c221039_g1_i2|m.7339,turquoise,0.000924268,0.044041146,0.97237127
lcl|c220475_g1_i1|m.6962,turquoise,1.04E-05,0.180208512,0.678319719
lcl|c243554_g1_i5|m.31071,turquoise,4.99E-06,0.177134714,0.831785203
lcl|c237732_g2_i12|m.23671,turquoise,5.04E-05,0.432332654,0.986615112
lcl|c228056_g1_i4|m.13006,turquoise,2.40E-05,0.172756585,0.54785394
lcl|c219556_g4_i1|m.6446,turquoise,0.007548609,0.000821413,0.797956931
lcl|c237535_g3_i3|m.23359,turquoise,0.002290862,0.498149152,0.746527457
lcl|c236892_g3_i5|m.22669,turquoise,0.041426259,0.079535351,0.487177778
lcl|c239722_g4_i2|m.26252,turquoise,3.19E-05,0.240886873,0.778276228
lcl|c221840_g3_i2|m.7908,turquoise,7.11E-05,0.057828285,0.382917732
lcl|c240699_g3_i15|m.27615,turquoise,0.000367126,0.99486238,0.950728404
lcl|c214559_g9_i1|m.3528,turquoise,3.65E-08,0.351064045,0.915816333
lcl|c229348_g3_i2|m.14185,turquoise,2.08E-06,0.154784959,0.554923032
lcl|c223616_g1_i1|m.9252,turquoise,0.001498639,0.044530727,0.440555039
lcl|c228583_g3_i2|m.13440,turquoise,6.66E-07,0.108969597,0.984350451
lcl|c240720_g1_i3|m.27662,turquoise,1.25E-07,0.25624711,0.998313975
lcl|c242373_g3_i2|m.29725,turquoise,3.61E-06,0.101287362,0.884399259
lcl|c230413_g1_i5|m.15274,turquoise,5.50E-07,0.320736944,0.738202855
lcl|c240720_g1_i1|m.27658,turquoise,3.22E-07,0.499301485,0.945436087
lcl|c237814_g2_i3|m.23786,turquoise,0.09783508,0.607034735,0.647638005
lcl|c215465_g1_i1|m.4044,turquoise,0.002157414,0.051025546,0.143780856
lcl|c241444_g1_i2|m.28576,turquoise,1.97E-05,0.395671112,0.68275653
lcl|c231052_g3_i3|m.15929,turquoise,7.66E-05,0.289677667,0.919802946
lcl|c238537_g2_i3|m.24626,turquoise,1.44E-05,0.58614057,0.772085844
lcl|c226613_g4_i1|m.11622,turquoise,0.001153531,0.019402844,0.19951001
lcl|c201413_g4_i1|m.1201,turquoise,3.77E-05,0.377163767,0.501303057
lcl|c229615_g3_i4|m.14451,turquoise,1.48E-06,0.320768716,0.61722438
lcl|c234082_g2_i6|m.19416,turquoise,0.005755691,0.001657819,0.973440605
lcl|c232109_g7_i6|m.17002,turquoise,2.89E-07,0.28556646,0.693367404
lcl|c222653_g7_i1|m.8496,turquoise,0.000269394,0.022228042,0.776832062
lcl|c220640_g5_i1|m.7064,turquoise,1.06E-05,0.741096117,0.823526101
lcl|c242066_g1_i1|m.29327,turquoise,1.65E-05,0.610645317,0.652858316
lcl|c232899_g1_i2|m.17887,turquoise,2.81E-06,0.382318143,0.731574106
lcl|c229298_g2_i1|m.14136,turquoise,4.94E-06,0.367484971,0.603322661
lcl|c235376_g2_i1|m.20864,turquoise,0.058986375,0.045360063,0.596725411
lcl|c227059_g2_i2|m.12096,turquoise,0.000154753,0.569924651,0.4940406
lcl|c240732_g2_i2|m.27675,turquoise,0.000119793,0.213902885,0.49065248
lcl|c234788_g2_i3|m.20258,turquoise,0.00031462,0.144176319,0.919314682
lcl|c240720_g1_i1|m.27657,turquoise,5.87E-07,0.359436839,0.895898101
lcl|c227847_g4_i2|m.12829,turquoise,0.001490613,0.131364506,0.838213665
lcl|c226454_g2_i18|m.11489,turquoise,0.000620025,0.33896077,0.281351818
lcl|c220806_g2_i3|m.7164,turquoise,0.000236121,0.413576264,0.322605221
lcl|c240128_g3_i1|m.26827,turquoise,0.002740761,0.262092385,0.345526874
lcl|c216848_g3_i4|m.4809,turquoise,3.33E-06,0.413185933,0.871949926
tr|A0A1Q9DLF7|A0A1Q9DLF7_SYMMI,turquoise,0.013134666,0.060857184,0.0957774
lcl|c236239_g1_i2|m.21882,turquoise,4.70E-05,0.43086758,0.521445781
lcl|c229913_g3_i1|m.14763,turquoise,0.000274735,0.204471395,0.59572032
lcl|c218175_g5_i2|m.5596,turquoise,0.010490926,0.759596583,0.278642805
lcl|c238537_g2_i6|m.24628,turquoise,5.64E-06,0.234642095,0.934857456
lcl|c229550_g1_i3|m.14393,turquoise,2.86E-06,0.581509219,0.953541621
lcl|c214832_g3_i2|m.3697,turquoise,3.99E-05,0.255951027,0.900569438
lcl|c318732_g1_i1|m.32501,turquoise,4.57E-06,0.475766445,0.92081852
lcl|c233235_g3_i2|m.18302,turquoise,0.065631161,0.739907197,0.037842039
lcl|c236356_g1_i1|m.22029,turquoise,2.42E-06,0.303608158,0.512607139
lcl|c244396_g1_i1|m.32137,turquoise,9.56E-05,0.535329439,0.455386401
lcl|c224713_g2_i1|m.10075,turquoise,0.001474125,0.146871939,0.181387189
lcl|c220682_g4_i2|m.7085,turquoise,0.000125894,0.515852033,0.767920896
lcl|c223205_g4_i1|m.8934,turquoise,0.000219835,0.663465968,0.573338262
lcl|c240720_g1_i1|m.27659,turquoise,7.51E-06,0.365651423,0.90866026
lcl|c216705_g1_i4|m.4732,turquoise,6.33E-07,0.556728948,0.8737776
lcl|c241017_g3_i4|m.28068,turquoise,6.82E-05,0.138008031,0.237649727
lcl|c223247_g3_i6|m.8971,turquoise,1.62E-06,0.210097795,0.942445205
lcl|c222946_g2_i1|m.8727,turquoise,9.68E-05,0.366051245,0.456984796
lcl|c227543_g1_i1|m.12562,turquoise,5.26E-06,0.427999147,0.856879064
lcl|c239392_g1_i1|m.25726,turquoise,0.00139065,0.045991976,0.58483031
lcl|c221849_g1_i2|m.7917,turquoise,8.87E-05,0.644048414,0.766075235
lcl|c219842_g1_i1|m.6611,turquoise,0.003712478,0.769168198,0.466654023
lcl|c217013_g4_i3|m.4901,turquoise,1.76E-06,0.206613244,0.853886464
lcl|c227332_g2_i2|m.12341,turquoise,8.95E-05,0.997904212,0.885317025
lcl|c224260_g2_i2|m.9685,turquoise,9.31E-07,0.553222684,0.845953598
lcl|c239343_g4_i4|m.25612,turquoise,4.60E-06,0.196969091,0.756944881
lcl|c227414_g2_i1|m.12410,turquoise,8.78E-05,0.37210835,0.432390707
lcl|c233306_g1_i1|m.18389,turquoise,6.80E-06,0.089201338,0.566427742
lcl|c226414_g3_i1|m.11460,turquoise,4.53E-05,0.046592401,0.78692914
lcl|c219883_g1_i1|m.6623,turquoise,1.82E-05,0.596730609,0.789026046
lcl|c238111_g1_i1|m.24102,turquoise,0.005550135,0.205771352,0.979914768
lcl|c226774_g3_i2|m.11777,turquoise,2.25E-06,0.368808199,0.83537111
lcl|c236101_g5_i2|m.21702,turquoise,8.51E-05,0.634851745,0.334230829
lcl|c218580_g2_i1|m.5839,turquoise,0.000134818,0.124861777,0.347972981
lcl|c231981_g4_i6|m.16864,turquoise,0.000108744,0.037886977,0.967129402
lcl|c241466_g2_i10|m.28615,turquoise,0.004135669,0.742768017,0.88132529
lcl|c226990_g1_i2|m.12024,turquoise,3.69E-05,0.178298511,0.849845999
lcl|c242924_g1_i1|m.30399,turquoise,0.002428395,0.027099433,0.286854114
lcl|c221441_g1_i5|m.7633,turquoise,0.00038839,0.729483402,0.481458812
lcl|c231460_g1_i4|m.16283,turquoise,0.004564547,0.228617897,0.899352326
lcl|c239700_g3_i1|m.26205,turquoise,3.21E-06,0.232027598,0.691310444
lcl|c225471_g2_i2|m.10654,turquoise,2.70E-06,0.437332818,0.989819785
lcl|c241174_g2_i10|m.28286,turquoise,2.54E-05,0.114278648,0.986862159
lcl|c222186_g2_i2|m.8151,turquoise,3.49E-06,0.411603743,0.855859746
lcl|c220300_g3_i1|m.6859,turquoise,0.000264752,0.356710953,0.724243337
lcl|c220808_g2_i2|m.7167,turquoise,0.000960728,0.941996846,0.461213264
lcl|c233552_g1_i1|m.18704,turquoise,0.000438364,0.03725106,0.635173574
lcl|c221662_g2_i4|m.7775,turquoise,1.99E-05,0.688041249,0.862275887
lcl|c243899_g1_i1|m.31481,turquoise,0.001186702,0.747792585,0.582589149
lcl|c244145_g1_i1|m.31801,turquoise,6.41E-05,0.065282091,0.545341634
lcl|c233030_g2_i3|m.18059,turquoise,5.74E-05,0.600223366,0.596020665
lcl|c223277_g3_i4|m.8995,turquoise,0.000123536,0.386000318,0.82083896
lcl|c215551_g6_i1|m.4083,turquoise,6.75E-07,0.333747742,0.833449255
lcl|c233857_g2_i2|m.19091,turquoise,1.53E-05,0.753237802,0.757449656
lcl|c244126_g1_i2|m.31771,turquoise,7.77E-06,0.251496231,0.709014157
lcl|c240904_g2_i1|m.27923,turquoise,7.71E-05,0.572614681,0.773532004
lcl|c241148_g1_i6|m.28240,turquoise,0.027721832,0.446984933,0.631992815
lcl|c213311_g2_i3|m.3020,turquoise,0.000780999,0.013253248,0.591030305
lcl|c231821_g3_i1|m.16651,turquoise,0.012115158,0.261822027,0.402823424
lcl|c239125_g3_i2|m.25324,turquoise,0.00148473,0.461904916,0.797850092
lcl|c222155_g2_i1|m.8138,turquoise,0.062476295,0.876812086,0.965359871
lcl|c226211_g2_i1|m.11296,turquoise,0.001506655,0.102766571,0.666559948
lcl|c240440_g6_i6|m.27259,turquoise,5.06E-05,0.036418335,0.711446644
lcl|c218703_g1_i4|m.5907,turquoise,0.002841395,0.542335705,0.856342397
lcl|c213314_g8_i4|m.3021,turquoise,0.00018074,0.734643912,0.518499044
lcl|c241916_g1_i7|m.29148,turquoise,0.000172272,0.660283392,0.86328622
lcl|c218481_g4_i6|m.5811,turquoise,9.89E-05,0.242577734,0.702103571
lcl|c232105_g3_i1|m.16994,turquoise,4.44E-06,0.541059015,0.812325599
lcl|c232424_g1_i6|m.17358,turquoise,3.13E-05,0.547386175,0.726717662
lcl|c209565_g1_i2|m.2000,turquoise,1.70E-08,0.318171478,0.940912145
lcl|c225983_g2_i10|m.11114,turquoise,5.41E-05,0.272660158,0.96995863
lcl|c218374_g1_i1|m.5752,turquoise,0.010563143,0.760974145,0.630721961
lcl|c237587_g5_i1|m.23455,turquoise,1.09E-06,0.234044584,0.760585483
lcl|c232736_g7_i11|m.17724,turquoise,0.010336388,0.058399817,0.19966791
lcl|c228019_g7_i5|m.12973,turquoise,1.94E-05,0.088545908,0.742785688
lcl|c215059_g3_i1|m.3798,turquoise,4.03E-05,0.510887099,0.884939517
lcl|c227969_g5_i2|m.12934,turquoise,0.000316071,0.152562666,0.643572428
lcl|c231271_g2_i4|m.16089,turquoise,0.00023154,0.357722684,0.734845314
lcl|c239956_g2_i4|m.26561,turquoise,8.97E-06,0.140152293,0.983496067
lcl|c217834_g1_i3|m.5399,turquoise,0.009588448,0.050431374,0.930417677
lcl|c207967_g2_i1|m.1713,turquoise,0.001895625,0.033351607,0.530957636
lcl|c222306_g9_i1|m.8237,turquoise,5.42E-06,0.694645428,0.760948013
lcl|c228221_g2_i9|m.13137,turquoise,0.003096663,0.726280478,0.516172924
lcl|c233948_g1_i1|m.19235,turquoise,0.001370046,0.224166941,0.291172189
lcl|c229532_g3_i4|m.14360,turquoise,0.000942913,0.022649826,0.915611752
lcl|c218820_g4_i2|m.5974,turquoise,2.41E-07,0.319378072,0.833199063
lcl|c230360_g10_i5|m.15205,turquoise,1.39E-05,0.543257186,0.784471489
lcl|c227927_g4_i1|m.12894,turquoise,0.016033242,0.087543015,0.760207872
lcl|c215819_g3_i2|m.4218,turquoise,0.000312321,0.630787363,0.415614577
lcl|c232242_g3_i1|m.17174,turquoise,0.00041453,0.462289151,0.24143899
lcl|c229563_g2_i2|m.14411,turquoise,0.000550455,0.146147524,0.859431466
lcl|c238378_g1_i1|m.24441,turquoise,0.00010505,0.155486168,0.908407062
lcl|c229561_g1_i12|m.14408,turquoise,0.005889653,0.033478705,0.579873302
lcl|c238537_g2_i7|m.24631,turquoise,0.000556808,0.677638954,0.491895644
lcl|c239662_g2_i10|m.26113,turquoise,0.0206678,0.006534414,0.711814149
lcl|c227657_g3_i1|m.12650,turquoise,1.71E-05,0.081936964,0.918605434
lcl|c236134_g1_i2|m.21741,turquoise,0.001013517,0.009264672,0.840097652
lcl|c221077_g1_i1|m.7374,turquoise,0.00026817,0.919725491,0.956671053
lcl|c201441_g1_i1|m.1204,turquoise,0.001520889,0.324730368,0.942874665
lcl|c214356_g7_i5|m.3463,turquoise,0.00028593,0.22867238,0.919019789
lcl|c234733_g4_i1|m.20188,turquoise,9.28E-05,0.400885633,0.389296519
lcl|c227683_g10_i1|m.12674,turquoise,2.82E-06,0.200963147,0.597294926
lcl|c226756_g1_i2|m.11747,turquoise,7.83E-07,0.317910535,0.703431878
lcl|c229134_g1_i1|m.13988,turquoise,2.05E-06,0.458951805,0.841915071
lcl|c233068_g2_i3|m.18101,turquoise,8.97E-05,0.272768505,0.487339418
lcl|c229310_g3_i5|m.14143,turquoise,8.48E-05,0.198255695,0.845724838
lcl|c219163_g2_i3|m.6243,turquoise,0.000156333,0.421833396,0.334407019
lcl|c227290_g1_i5|m.12317,turquoise,3.35E-06,0.587332407,0.934534527
lcl|c220945_g4_i1|m.7255,turquoise,8.51E-05,0.19414519,0.945496835
lcl|c237851_g2_i1|m.23817,turquoise,0.040777783,0.699470434,0.129819443
lcl|c210253_g1_i2|m.2149,turquoise,3.36E-05,0.77064188,0.891205959
lcl|c215492_g2_i9|m.4058,turquoise,0.00024709,0.066876563,0.846020619
lcl|c226646_g2_i4|m.11674,turquoise,0.00361835,0.969522392,0.362426291
lcl|c209565_g1_i2|m.1999,turquoise,3.65E-06,0.534047929,0.893401004
lcl|c163027_g1_i3|m.422,turquoise,6.38E-06,0.722999607,0.874482506
lcl|c225867_g3_i1|m.11000,turquoise,0.002815358,0.762889137,0.722698222
lcl|c233024_g1_i6|m.18051,turquoise,0.003227279,0.055358714,0.189945977
lcl|c233093_g1_i2|m.18137,turquoise,0.008588937,0.016699134,0.952055121
lcl|c220236_g4_i1|m.6833,turquoise,0.011110322,0.276456377,0.940237663
lcl|c216194_g2_i1|m.4425,turquoise,0.018219514,0.930625479,0.530508286
lcl|c243935_g1_i3|m.31546,turquoise,0.000775521,0.043346048,0.501102404
lcl|c205697_g1_i1|m.1481,turquoise,4.59E-05,0.116055755,0.969861832
lcl|c238912_g1_i10|m.25059,turquoise,0.092312793,0.233496749,0.527815034
lcl|c238296_g3_i2|m.24349,turquoise,0.000127942,0.639966238,0.541540217
lcl|c225015_g2_i1|m.10306,turquoise,0.00250938,0.020451894,0.741314148
lcl|c232983_g2_i2|m.17991,turquoise,0.001670079,0.185913558,0.68062713
lcl|c232676_g1_i2|m.17666,turquoise,0.003325164,0.63567852,0.42252519
lcl|c238037_g4_i6|m.24021,turquoise,0.001810573,0.083184831,0.349561734
lcl|c243493_g3_i2|m.31028,turquoise,0.002787117,0.070207234,0.397886317
lcl|c241349_g1_i1|m.28471,turquoise,0.000147424,0.863628715,0.473486525
lcl|c212026_g3_i1|m.2608,turquoise,7.88E-05,0.594489107,0.851989753
lcl|c230486_g3_i2|m.15359,turquoise,0.012191726,0.161424299,0.10946211
lcl|c215492_g2_i7|m.4056,turquoise,0.000265925,0.05358775,0.710707088
lcl|c221855_g2_i3|m.7925,turquoise,0.000571031,0.255034027,0.196794695
lcl|c233857_g2_i7|m.19100,turquoise,9.47E-06,0.502328471,0.909626883
lcl|c232587_g1_i15|m.17560,turquoise,0.000382995,0.169797144,0.414956158
lcl|c224772_g1_i1|m.10116,turquoise,0.041741237,0.928862716,0.030949097
lcl|c217427_g4_i1|m.5185,turquoise,0.004657672,0.499577484,0.455557485
lcl|c234041_g5_i1|m.19364,turquoise,0.003854876,0.15435321,0.831161466
lcl|c229412_g3_i1|m.14240,turquoise,0.01069616,0.31770184,0.818779177
lcl|c227721_g2_i2|m.12707,turquoise,0.000170765,0.496158084,0.654874504
lcl|c201696_g3_i1|m.1219,turquoise,2.04E-05,0.581102002,0.660610774
lcl|c232653_g3_i1|m.17643,turquoise,0.007434128,0.496697035,0.264774863
lcl|c232115_g3_i10|m.17010,turquoise,0.027703244,0.963728374,0.500607103
lcl|c243899_g1_i1|m.31483,turquoise,0.021508674,0.747404974,0.40637581
lcl|c222730_g7_i1|m.8585,turquoise,0.005737417,0.950622346,0.703810206
lcl|c227293_g2_i4|m.12320,turquoise,0.000359614,0.209336646,0.994707461
lcl|c242633_g1_i1|m.30058,turquoise,7.70E-06,0.317317345,0.828920092
lcl|c216308_g5_i4|m.4526,turquoise,0.072771802,0.749787658,0.046828165
lcl|c228848_g6_i3|m.13716,turquoise,2.50E-05,0.282060478,0.693091827
lcl|c244441_g1_i1|m.32200,turquoise,0.004993265,0.506586517,0.55831759
lcl|c223448_g1_i3|m.9130,turquoise,0.00990404,0.323052076,0.992656605
lcl|c230355_g4_i3|m.15198,turquoise,0.002808054,0.948968518,0.977299169
lcl|c230150_g4_i2|m.14989,turquoise,2.66E-05,0.654848085,0.949216151
lcl|c233306_g1_i2|m.18390,turquoise,3.86E-06,0.256839977,0.663615611
lcl|c241500_g1_i1|m.28664,turquoise,0.00031403,0.460705573,0.262921906
lcl|c218748_g1_i1|m.5931,turquoise,4.61E-05,0.075632501,0.594805948
lcl|c230065_g1_i2|m.14908,turquoise,0.00010727,0.311771767,0.728861528
lcl|c236660_g2_i1|m.22378,turquoise,7.92E-05,0.10835929,0.948060408
lcl|c238826_g2_i1|m.24957,turquoise,0.005334618,0.011684568,0.515258929
lcl|c225471_g2_i1|m.10652,turquoise,0.000234844,0.92787274,0.46975313
lcl|c229515_g4_i2|m.14353,turquoise,0.000802579,0.644889686,0.317838473
lcl|c234533_g4_i2|m.19946,turquoise,1.41E-05,0.619073062,0.698891079
lcl|c217466_g1_i2|m.5214,turquoise,1.08E-05,0.527135588,0.420984834
lcl|c221608_g1_i1|m.7755,turquoise,0.00019246,0.784970592,0.805072567
lcl|c233481_g5_i1|m.18601,turquoise,0.005099289,0.093398203,0.551965755
lcl|c218374_g4_i1|m.5754,turquoise,0.004179831,0.21325633,0.713246198
lcl|c243086_g4_i2|m.30593,turquoise,0.00089552,0.711396961,0.90282413
lcl|c228665_g3_i2|m.13504,turquoise,0.001439982,0.326343476,0.548166618
lcl|c213534_g3_i4|m.3118,turquoise,2.82E-06,0.345355773,0.952335516
lcl|c225972_g1_i1|m.11091,turquoise,0.000792934,0.755360036,0.316299523
lcl|c229041_g1_i1|m.13901,turquoise,0.021270841,0.000766268,0.733759548
lcl|c237325_g2_i1|m.23163,turquoise,0.047296785,0.008683663,0.486081592
lcl|c218842_g3_i2|m.5987,turquoise,5.78E-06,0.386570082,0.702412553
lcl|c222937_g2_i3|m.8724,turquoise,0.002524266,0.746844915,0.624943181
lcl|c242743_g1_i1|m.30188,turquoise,2.68E-06,0.338555905,0.942254808
lcl|c228309_g1_i2|m.13220,turquoise,0.004817002,0.034725202,0.263653725
lcl|c225478_g2_i2|m.10668,turquoise,0.000444579,0.070958985,0.808623323
lcl|c234177_g2_i1|m.19581,turquoise,0.002025132,0.692319856,0.71475696
lcl|c217466_g1_i3|m.5215,turquoise,1.62E-05,0.312141353,0.602051333
lcl|c240640_g2_i1|m.27531,turquoise,0.000132609,0.224899166,0.860310581
lcl|c234511_g2_i1|m.19914,turquoise,2.32E-05,0.372347717,0.337136026
lcl|c243813_g3_i1|m.31354,turquoise,0.010071239,0.066542071,0.037713378
lcl|c241299_g1_i6|m.28386,turquoise,0.000435404,0.416274001,0.503842338
lcl|c232338_g2_i2|m.17255,turquoise,0.008069613,0.049624242,0.71136297
lcl|c243899_g1_i1|m.31482,turquoise,0.001820965,0.834818625,0.766986819
lcl|c236511_g2_i2|m.22191,turquoise,0.031732749,0.919788859,0.207907962
lcl|c241649_g4_i1|m.28823,turquoise,0.043073578,0.753287909,0.968912147
lcl|c234898_g1_i3|m.20394,turquoise,0.001122315,0.873998565,0.46541777
lcl|c240761_g2_i10|m.27710,turquoise,0.050643318,0.095249645,0.569080578
lcl|c238054_g2_i1|m.24052,turquoise,2.20E-05,0.269163523,0.931844332
lcl|c225761_g6_i1|m.10925,turquoise,4.08E-05,0.666363833,0.969221901
lcl|c242894_g3_i1|m.30343,turquoise,0.099072407,0.471295023,0.109941616
lcl|c235712_g3_i3|m.21245,turquoise,0.00739913,0.003355972,0.738431858
lcl|c226723_g5_i2|m.11731,turquoise,0.001040521,0.186072698,0.708437175
lcl|c244255_g3_i1|m.31943,turquoise,1.94E-06,0.40642171,0.551948557
lcl|c233811_g4_i2|m.19026,turquoise,0.000524378,0.897857434,0.885845258
lcl|c235399_g7_i4|m.20891,turquoise,0.000238148,0.89415262,0.820377116
lcl|c240688_g3_i1|m.27609,turquoise,0.000162421,0.184448514,0.417269154
lcl|c224332_g10_i1|m.9746,turquoise,0.017191779,0.784226108,0.285031024
lcl|c231929_g5_i1|m.16788,turquoise,0.000907951,0.905221397,0.387846701
lcl|c205554_g2_i2|m.1468,turquoise,0.00048431,0.942040606,0.993528093
lcl|c223139_g3_i2|m.8898,turquoise,0.001499078,0.948710388,0.765994905
lcl|c236562_g3_i1|m.22244,turquoise,0.005988894,0.215585647,0.380074338
lcl|c219602_g1_i1|m.6473,turquoise,0.000243401,0.505126509,0.242839512
lcl|c217499_g2_i1|m.5223,turquoise,4.20E-05,0.636541599,0.804541717
lcl|c230481_g5_i1|m.15356,turquoise,8.98E-05,0.845848921,0.752762015
lcl|c237244_g3_i1|m.23065,turquoise,0.000255,0.616547804,0.528016135
lcl|c221440_g2_i2|m.7631,turquoise,0.0117922,0.684250357,0.21051021
lcl|c240621_g3_i2|m.27488,turquoise,2.62E-05,0.201562136,0.971073547
lcl|c219883_g1_i2|m.6624,turquoise,4.39E-05,0.583727068,0.829441589
lcl|c238681_g1_i10|m.24815,turquoise,5.31E-05,0.787219973,0.751106296
lcl|c206556_g1_i2|m.1565,turquoise,1.92E-05,0.455789938,0.58972118
lcl|c227267_g3_i2|m.12289,turquoise,0.000455825,0.235780454,0.33462365
lcl|c239835_g2_i1|m.26401,turquoise,0.000104788,0.974804968,0.731598143
lcl|c226769_g3_i1|m.11767,turquoise,0.041784076,0.967501768,0.508695366
lcl|c228497_g4_i1|m.13369,turquoise,0.004173704,0.184630529,0.882334045
WP_046566689.1,turquoise,0.009882754,0.827110868,0.358768761
lcl|c232791_g2_i3|m.17780,turquoise,0.015496429,0.727549339,0.509339928
lcl|c236138_g1_i1|m.21748,turquoise,0.002182149,0.655765139,0.503158906
lcl|c213946_g11_i4|m.3301,turquoise,0.001083724,0.378572105,0.690295222
lcl|c226046_g1_i2|m.11150,turquoise,0.000198138,0.360423551,0.816560439
lcl|c220845_g6_i1|m.7197,turquoise,0.022064072,0.833009773,0.122755235
lcl|c232046_g3_i3|m.16950,turquoise,0.001294571,0.133357044,0.906009819
lcl|c231506_g1_i1|m.16344,turquoise,0.00282309,0.307651874,0.68914174
lcl|c231559_g1_i1|m.16405,turquoise,0.007191249,0.315090572,0.631991854
lcl|c238052_g1_i4|m.24050,turquoise,0.000130749,0.242313674,0.422368734
lcl|c240787_g1_i1|m.27744,turquoise,0.005791319,0.030269576,0.351606982
lcl|c242247_g8_i1|m.29541,turquoise,0.083929308,0.110421226,0.168816648
lcl|c233068_g2_i1|m.18098,turquoise,0.003176379,0.080283401,0.351488027
lcl|c226287_g1_i1|m.11356,turquoise,0.000331129,0.772366732,0.831616128
lcl|c211368_g3_i1|m.2426,turquoise,0.012150906,0.224949318,0.186186792
lcl|c215313_g3_i2|m.3930,turquoise,0.012307071,0.288434625,0.513616121
lcl|c219462_g5_i2|m.6388,turquoise,0.009729437,0.391151863,0.388689264
lcl|c229060_g1_i1|m.13927,turquoise,0.00053271,0.125918426,0.410336465
lcl|c218656_g1_i1|m.5888,turquoise,0.038408167,0.209479283,0.315807277
lcl|c229898_g2_i1|m.14743,turquoise,0.001311036,0.897060141,0.720588995
lcl|c222306_g8_i4|m.8236,turquoise,0.000250064,0.353462038,0.76450876
lcl|c145576_g1_i1|m.265,turquoise,0.000486944,0.870425919,0.358765048
lcl|c232137_g2_i1|m.17041,turquoise,0.00248484,0.467184418,0.620181584
lcl|c232813_g1_i6|m.17800,turquoise,0.032770865,0.786897144,0.417432802
lcl|c219870_g5_i1|m.6620,turquoise,0.011774123,0.538143323,0.947071972
lcl|c224995_g6_i2|m.10289,turquoise,0.00023684,0.98630476,0.336489826
lcl|c229808_g3_i3|m.14640,turquoise,0.058585586,0.147111806,0.855188252
lcl|c222484_g2_i1|m.8393,turquoise,0.000345046,0.919465906,0.43874899
lcl|c228247_g2_i1|m.13162,turquoise,0.000239324,0.41215518,0.230857154
lcl|c164490_g1_i1|m.440,turquoise,0.000869047,0.338701238,0.518112039
lcl|c244508_g1_i1|m.32310,turquoise,0.100765713,0.014232663,0.285008473
lcl|c224772_g1_i1|m.10117,turquoise,0.032036667,0.64865533,0.257605942
lcl|c233739_g2_i1|m.18929,turquoise,1.34E-05,0.458272575,0.526994181
lcl|c239662_g2_i17|m.26115,turquoise,0.019865936,0.050896695,0.772631445
lcl|c228789_g1_i1|m.13647,turquoise,0.005003614,0.517456238,0.378697314
lcl|c234934_g3_i3|m.20432,turquoise,3.07E-06,0.526856678,0.920687656
lcl|c236250_g3_i2|m.21889,turquoise,0.003432292,0.229008654,0.944558227
lcl|c212126_g1_i2|m.2626,turquoise,0.017587893,0.166248436,0.182747513
lcl|c229507_g2_i4|m.14343,turquoise,0.000187106,0.962473961,0.95345572
lcl|c224289_g1_i1|m.9705,turquoise,0.000876059,0.737607778,0.255345452
lcl|c228317_g4_i1|m.13231,turquoise,8.30E-05,0.514591638,0.382315375
lcl|c220808_g2_i6|m.7171,turquoise,0.001090776,0.864622084,0.390148153
lcl|c223433_g6_i1|m.9115,turquoise,0.012221045,0.93438295,0.795923096
lcl|c216702_g5_i1|m.4730,turquoise,0.000818901,0.403720167,0.505857299
lcl|c233430_g8_i1|m.18545,turquoise,0.002791923,0.33887373,0.522751815
lcl|c224863_g5_i1|m.10190,turquoise,0.0001133,0.989755593,0.851185411
lcl|c224029_g4_i1|m.9563,turquoise,0.038019601,0.783945014,0.041924002
lcl|c227129_g2_i15|m.12185,turquoise,0.157411764,0.408091946,0.615469846
lcl|c218374_g1_i3|m.5753,turquoise,0.002518522,0.851188575,0.261271322
lcl|c224457_g4_i1|m.9823,turquoise,0.003626342,0.858782231,0.277158983
lcl|c235089_g1_i2|m.20548,turquoise,0.008515935,0.593747706,0.237761619
lcl|c238364_g3_i1|m.24421,turquoise,0.00755737,0.369036799,0.192554099
lcl|c241197_g1_i1|m.28305,turquoise,0.000720331,0.433168835,0.938836577
lcl|c229841_g2_i2|m.14676,turquoise,0.000220743,0.598939424,0.572915074
lcl|c218789_g1_i2|m.5965,turquoise,0.104936487,0.67349532,0.081307477
lcl|c232842_g1_i1|m.17827,turquoise,0.000661995,0.98164489,0.658866903
lcl|c222727_g3_i2|m.8582,turquoise,0.000121017,0.834699249,0.712240811
lcl|c228038_g3_i1|m.12994,turquoise,0.005889326,0.123679418,0.330491122
lcl|c232716_g1_i2|m.17708,turquoise,0.000125014,0.5015299,0.510398916
lcl|c233857_g2_i5|m.19099,turquoise,0.096631966,0.625944838,0.155340678
